,ID,filename,sentence_id,text,space_type
654,,Theodor_Storm_-_Zur_Chronik_von_Grieshuus_(1884).txt,320,"der Junker sollte fort und mit den
Offizieren unterhandeln, auch den Jäger Owe Heikens mit sich nehmen, um etwa
nach dessen Anweisung aus andern Schlägen Holz zum Kriegsbedarfe anzubieten.",action_space
655,,Jean_Paul_-_Die_unsichtbare_Loge_(1793).txt,297,"– – Ich gehe jetzo hinaus und sink' an die sterbende Sonne und an die
entschlafende Erde.",perceived_space
656,,Ludwig_Steub_-_Benno_und_Kriemhilde_(1879).txt,260,"Er sah mich fragend an und sagte: »Ich mein', ich muß!« – worauf ich aber den
jungen Mann, um ihn zurückzuhalten, am Arme faßte und mit Nachdruck sprach:
»Bleiben Sie – des Fräuleins wegen!",no_space
657,,Ludwig_Ganghofer_-_Der_Ochsenkrieg_(1914).txt,6880,"Sie mußte , was an Geld , an Schmuck und Silber in dem Hause war , auf dem Dachboden verräumen oder an den undenkbarsten Plätzen vermauern .",action_space
658,,Annemarie_Schwarzenbach_-_Freunde_um_Bernhard_(1931).txt,15," Inzwischen haben sich die Leute zerstreut , nur einzelne Wagen rollen durch die Strassen , die Restaurants füllen sich , man hört das Klappern der Teller und sieht durch die Fenster Serviermädchen und Kellner mit hochgetürmten Tabletts vorübereilen ",perceived_space
659,,Leopold_Kompert_-_Judith_die_Zweite_(1848).txt,449,"Er bedeckte sich
schamvoll das Antlitz, als hätte er den Entschluß Blümeles zu offen
herausgesagt.",no_space
660,,Ernst_von_Wolzogen_-_Das_dritte_Geschlecht_(1899).txt,2289,Werner Rudolfi begleitete sie heim und half ihr ein leichtes Köfferchen packen.,action_space
661,,Julius_Stinde_-_Buchholzens_in_Italien_(1883).txt,2462,Mehr nicht auf einmal.,no_space
662,,Eugenie_Marlitt_-_Goldelse_(1866).txt,1906,"Elisabeth sah diesen Uebungsstunden stets mit einem Gemisch von Freude, Angst
und Widerwillen entgegen . . . Sie wußte selbst nicht warum, aber Schloß und
Park waren ihr plötzlich lieb und vertraut geworden; ja, sie fühlte sogar für
jene Bank, auf der sie mit Herrn von Walde gesessen hatte, eine Art zärtlicher
Zuneigung, wie für einen alten Freund, so daß sie stets, um an derselben
vorüberzukommen, einen kleinen Umweg machte . . . Angst und Widerwillen dagegen
flößte ihr Herrn von Hollfelds Benehmen ein.",perceived_space
663,,Arthur_Zapp_-_Zwischen_Mann_und_Frau_(1914).txt,1597,"Er, machte eine Wendung und führte sie in die Richtung des Tanzsaales zurück.",action_space
664,,Ludwig_Tieck_-_Liebeszauber_(1812).txt,390,"»Aber seht her«, sagte Roderich, »was ich von meinem Schneider eingekauft habe,
der diesen kostbaren Schatz schon in Läppchen verschneiden wollte!",no_space
665,,Jean_Paul_-_Die_unsichtbare_Loge_(1793).txt,32,Sechzehnter Sektor : Erzieh-Vorlegblätter,no_space
666,,Adalbert_Stifter_-_Bergkristall_(1853).txt,23,"Es enthält außer der
Kirche eine Schule, ein Gemeindehaus und noch mehrere stattliche Häuser, die
einen Platz gestalten, auf welchem vier Linden stehen, die ein steinernes Kreuz
in ihrer Mitte haben.",descriptive_space
667,,Annette_von_Droste-Hülshoff_-_Die_Judenbuche_(1842).txt,36,"So war denn auch
am Nachmittage keine Scheibe an seinem Hause mehr ganz, und man sah ihn noch
bis spät in die Nacht vor der Türschwelle liegen, einen abgebrochenen
Flaschenhals von Zeit zu Zeit zum Munde führend und sich Gesicht und Hände
jämmerlich zerschneidend.",visual_space
668,,Franz_Kafka_-_Der_Prozeß_(1925).txt,606,"Er stand eng an den Tisch gedrückt , das Gedränge hinter ihm war so groß , daß er ihm Widerstand leisten mußte , wollte er nicht den Tisch des Untersuchungsrichters und vielleicht auch diesen selbst von dem Podium hinunterstoßen .",action_space
669,,Annette_von_Droste-Hülshoff_-_Die_Judenbuche_(1842).txt,23,"Ein
gelegentlicher Schuß, ein schwacher Schrei ließen wohl einmal eine junge Frau
oder Braut auffahren;",perceived_space
670,,Christoph_Martin_Wieland_-_Musarion_oder_die_Philosophie_der_Grazien_(1768).txt,40,"Die Wahrheit läßt sich nur Adepten
Gewandloß sehn; und manches schwache Haupt,
Das ungestraft sie anzugaffen glaubt,
Erfährt das Loos der alten Nympholepten,
Und läßt, indem es gafft, für einen Augenblick
Zweydeut'ger Lust, sein Bißchen Witz zurück.",no_space
671,,Fanny_zu_Reventlow_-_Das_Logierhaus_zur_schwankenden_Weltkugel_(1917).txt,339,"Frau von B., die meist
ganz tiefsinnig war und wenig lachte, ließ sogar ein helles Quietschen
vernehmen.",no_space
672,,Walther_Kabel_-_Die_weiße_Schlange_(1923).txt,679,"Es gelang ihr nicht, Harst schob sie beiseite und hob die merkwürdige aus
Papier geschnittene Spirale empor.",action_space
673,,Moritz_Hartmann_-_Der_Krieg_um_den_Wald_-_1_(1850).txt,286,"Auch kannte er den Führer seiner
Feinde, Meister Kinnich, zu gut, und wußte, daß er seine Schar durch
Tatlosigkeit nur ermüden werde.",no_space
674,,Ludwig_Tieck_-_Peter_Lebrecht_(1795).txt,1159,"Diese
Parallelen sind nur gar zu leicht ein Mittel, uns zu verhärten und eigenliebig
zu machen.",no_space
675,,Theodor_Storm_-_Novellen_(1884).txt,3479,"der lange Hausflur stieg in das erste Stockwerk hinauf, und
oben lief eine Galerie herum, auf welche viele Türen, auch die von meinem
Schlafkabinett, hinausgingen.",descriptive_space
676,,Arthur_Schnitzler_-_Der_Weg_ins_Freie_(1908).txt,217,"Schuld an seinem Niedergang trug, wenn man
seinen Berichten glauben durfte, ein dämonisches Frauenzimmer, das er
geheiratet, das in einem Eifersuchtsanfall sein bedeutendstes Bild zerstört und
durch einen Sprung vom Fenster ihr Leben geendet hatte.",no_space
677,,Hektor_Zollikofer_-_Die_Bergfahrt_(1853).txt,107,"Ich rief
nach allen Nastüchern, drehte sie, knüpfte sie und warf sie Karl zu, der, indem
er den rechten Ellbogen eingehängt hatte, mit der freien Linken vermögend war,
eine Schlinge um den Leib zu legen und sich dadurch mehr Erholung und
Sicherheit zu geben.",action_space
678,,Gorch_Fock_-_Seefahrt_ist_not!_(1913).txt,2481,"Kurrbaum und Kugeln, Klauen und Sprenken wurden
zurechtgemacht, dann ließen sie das Schleppnetz, das ganze schwere Geschirr, zu
Wasser, mitten hinein in Störtebekers Gold, in den roten Feuerweg, den die eben
aus der See gestiegene Sonne aufs Wasser warf.",action_space
679,,,-1,"Er gab endlich Auftrag, sein Landhaus binnen vier Wochen zum Einzuge instandzusetzen und reiste an einem Tage zwischen Mitte und Ende des Mai mit dem Nachtzuge nach Triest, wo er nur vierundzwanzig Stunden verweilte und sich am nächstfolgenden Morgen nach Pola einschiffte.",action_space
680,,Sophie_Wörishöffer_-_Das_Naturforscherschiff_(1880).txt,7642,"Ein rollender , knatternder Ton erfüllte die Luft , eine hohe Feuersäule schlug gen Himmel , und Ströme gelber , glühender Lava flossen nach allen Richtungen an dem Berg hinunter in die Tiefe .",perceived_space
681,,Georg_Engel_-_Hann_Klüth_(1905).txt,4061,"Nein, nein – bei Gott.",no_space
682,,Johann_Wolfgang_von_Goethe_-_Die_Wahlverwandtschaften_(1809).txt,2522,"Junge Eheleute sollten reisen,
weil das Haushalten sie gar nicht kleide.",no_space
683,,Wilhelm_Jensen_-_Vor_der_Elbmündung_(1905).txt,727,"Hier am Inselrand herrschte eine eintönige Oede, Himmel und Sonne leuchteten
wohl drüber, doch sie verloren ihre Strahlungskraft auf dem unterschiedlos
stumpfgrauen Bodengrund.",perceived_space
684,,Ernst_Wichert_-_Ansas_und_Grita_(1881).txt,771,"Grita betrat dieselbe, tastetete an der Wand nach dem kleinen
Holzschranke neben dem Ofen, öffnete leise und fühlte in den beiden Fächern mit
der Hand umher.",action_space
685,,Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826).txt,144,"Den ganzen Tag
(zu tun hatte ich weiter nichts) saß ich daher auf dem Bänkchen vor meinem
Hause in Schlafrock und Schlafmütze, rauchte Tabak aus dem längsten Rohre, das
ich von dem seligen Einnehmer vorgefunden hatte, und sah zu, wie die Leute auf
der Landstraße hin und her gingen, fuhren und ritten.",action_space
686,,Richard_Arnold_Bermann_-_Die_Derwischtrommel_(1931).txt,5160,"Ich lasse das Auto halten und gehe zu Fuß durch die endlosen Felder , die eben in Blüte stehen .",action_space
687,,Joseph_von_Eichendorff_-_Viel_Lärmen_um_Nichts_(1833).txt,361,"so schlummerte er endlich ein, und der
Mond warf seine bleichen Schimmer über die schöne wüste Gestalt, wie über die
Trümmer einer zerfallenen verlornen Jugend.",perceived_space
688,,Adolf_Stern_-_Vor_Leyden_(1866).txt,69,"Mit
sicherer Meisterschaft weiß er die Handlung auf solche Höhepunkte zu führen, wo
das allgemein Menschliche aus der geschichtlichen Hülle heraus sieghaft und
ergreifend zugleich in die Erscheinung tritt.",no_space
689,,ETA_Hoffmann_-_Die_Elixiere_des_Teufels_(1815).txt,3536,"Der Schall der
Tritte überzeugte mich, daß wir uns in Gewölben befanden, deren Bestimmung der
durchdringende Totengeruch verriet.",perceived_space
690,,Rudolf_Baumbach_-_Aus_der_Jugendzeit_(1893).txt,614,"Plötzlich sah sie vor sich eine Waldblöße, und hier endete auch der breite Weg,
aber sie bemerkte einen schmalen Fußpfad, der die Lichtung durchschnitt und
sich jenseits derselben in den Wald verlor.",visual_space
691,,"Johanna_Spyri_-_Vom_This,_der_doch_etwas_wird_(1886).txt",205,"Die
hohen Schneeberge drüben fingen zu flimmern und zu glühen an, und über die
ganze grüne Alm hin lag das golden schimmernde Abendlicht.",perceived_space
692,,Ludwig_Tieck_-_Die_Reisenden_(1824).txt,19,"Wenn Sie die Sache schon vorher abgemacht haben, antwortete der ruhige Mann, so
thäten wir wohl besser, das ganze Gespräch zu schließen.",no_space
693,,Heinrich_Laube_-_Palladio_(1837).txt,20,"Da rauschte ein Kleid hinter ihm, er blickte rückwärts, das Weib vom Altare
stand hinter ihm, die letzten rothen Sonnenstrahlen fielen auf ihre hohe
Gestalt und ihr hohes Antlitz.",perceived_space
694,,Johann_Wolfgang_von_Goethe_-_Wilhelm_Meisters_Lehrjahre_(1795).txt,8143,"Wilhelm beschaute ein Bild , das über dem Kanapee hing , mit Aufmerksamkeit , er mußte es für das Bild Nataliens erkennen , sowenig es ihm genugtun wollte .",perceived_space
695,,Richard_Arnold_Bermann_-_Die_Derwischtrommel_(1931).txt,3793,"Das flache Dach des Palastes in Khartum ist der höchste Ort über der Steppe , in der die Hauptstadt liegt , und von hier aus sieht man die beiden Nile und den Horizont der Wüste .",visual_space
696,,Leopold_Kompert_-_Der_Dorfgeher_(1851).txt,675,"»Sie ist zu Hause«, sagte das Kind und rang sich von ihm los, um zu seiner
Mutter zu laufen.",action_space
697,,Jakob_Wassermann_-_Die_Juden_von_Zirndorf_(1897).txt,4403,"Schon war er durch
viele Gassen geeilt, als er innehielt, die Hand an die Stirn legte,
zurückkehrte, die eiserne Truhe aufschloß und alles, was er noch an barem Geld
besaß, in Gold und in Banknoten, zu sich steckte.",action_space
698,,Franz_Kafka_-_Amerika_(1927).txt,4120,"Da waren Kännchen , in denen sich noch ein wenig Kaffee oder Milch vorfinden würde , auf manchen Tellerchen gab es noch Überbleibsel von Butter , aus einer umgefallenen großen Blechbüchse waren Keks weit herausgerollt .",descriptive_space
699,,Heinrich_von_Kleist_-_Das_Erdbeben_in_Chili_(1807).txt,30,"Als Jeronimo das Tor erreicht , und einen Hügel jenseits desselben bestiegen hatte , sank er ohnmächtig auf demselben nieder .",action_space
700,,Walter_Flex_-_Wallensteins_Antlitz_(1918).txt,780,"Es war halb, als ob er seinen Gegner mäße,
und halb, als ob er ein Gespenst sähe.",no_space
701,,Theodor_Storm_-_Viola_Tricolor_(1873).txt,41,"Nach Westen hinaus, der Tür, durch welche sie eingetreten, gegenüber, hatte das
Zimmer noch ein zweites Fenster.",descriptive_space
702,,Robert_Schweichel_-_Die_Falkner_von_St._Vigil_(1881).txt,-1,"So brauste es fort und fort mit dem Bergwasser um die Wette , und die Trommeln dröhnten , die Pfeifen quiekten , die zerbeulten Trompeten schmetterten .",perceived_space
703,,Franz_Kafka_-_Die_Brücke_(1917).txt,11,"Gegen Abend im Sommer, dunkler rauschte der Bach, da hörte ich einen
Mannesschritt!",perceived_space
704,,Gottfried_Keller_-_Der_grüne_Heinrich._Erste_Fassung_(1854).txt,3163,"So erfand ich nun zu meinen
wunderlichen Landschaftsstudien noch viel wunderlichere Menschen, zerlumpte
Kerle, welche ich gesehen zu haben vorgab und welche das ganze Haus des Lehrers
oft unmäßig zum Lachen brachten.",no_space
705,,Arthur_Schnitzler_-_Der_Weg_ins_Freie_(1908).txt,206,"ein
kleiner, magerer Herr mit graumeliertem Vollbart und japanischen Augen, in
weißem schlecht gebügelten Flanellanzug, einen dunklen Strohhut mit rotweiß
gestreiftem Band auf dem runden Kopf, und mit schwarzen, bestaubten Schuhen.",no_space
706,,Franz_Kafka_-_Der_Prozeß_(1925).txt,196,"Der
Aufseher stimmte ihm möglicherweise zu, wie K. mit einem Seitenblick zu
erkennen glaubte.",no_space
707,,Paul_Heyse_-_Crone_Stäudlin_(1904).txt,1070,"Dann ist es, als ob der Berg
selbst zu singen und zu klingen anfinge, und wenn ein bißchen Wind in die
Wipfel greift, rauschen sie den Baß dazu.",perceived_space
708,,Johannes_Dose_-_Steinbeil_und_Bronzeschwert_(1924).txt,1393,"Frod, Fred und Bor zogen als Horchwache und Vorhut in den Wald gen Osten, nahe
der Förde, und hatten Beile mit Schaftloch erhalten, mithin die neueste und
beste Waffe, die allen andren Beilen weit überlegen war und nie versagte.",action_space
709,,Alice_Berend_-_Die_Reise_des_Herrn_Sebastian_Wenzel_(1912).txt,1311,Erst um Mitternacht löschte er das Licht aus.,action_space
710,,Ernst_von_Wildenbruch_-_Schwester-Seele_(1894).txt,5940,"Es war ihr, als ob die ungesunde
Glut, die auf all diesen Gesichtern lag, sich plötzlich wie eine dicke,
schwere, atemberaubende Last auf ihre Brust legte.",no_space
711,,Detlev_von_Liliencron_-_Letzte_Ernte_(1909).txt,64,"Auf seinem Herzen nur ein
kleiner dunkelblauer klebriger Fleck; keine Miene verzogen.",no_space
712,,Franz_Kafka_-_Der_Prozeß_(1925).txt,8,"K. wartete noch ein Weilchen , sah von seinem Kopfkissen aus die alte Frau , die ihm gegenüber wohnte und die ihn mit einer an ihr ganz ungewöhnlichen Neugierde beobachtete , dann aber , gleichzeitig befremdet und hungrig , läutete er .",visual_space
713,,Ernst_von_Wildenbruch_-_Schwester-Seele_(1894).txt,5894,"Menschengruppen standen vor der Tür, fluteten hinein und
heraus, plaudernd, lachend.",perceived_space
714,,Joseph_Roth_-_Die_Kapuzinergruft_(1938).txt,80,"Da saß er nun, hager, schwarz, stumm, auf dem einzigen Stuhl, der
in unserm Vorzimmer stand, und er rührte sich nicht, als ich eintrat.",action_space
715,,Heinrich_von_Kleist_-_Das_Erdbeben_in_Chili_(1807).txt,87,"Don Fernando war sehr dankbar für
diese Güte, und fragte: ob sie sich nicht mit ihm zu jener Gesellschaft
verfügen wollten, wo eben jetzt beim Feuer ein kleines Frühstück bereitet
werde?",action_space
716,,Arthur_Schnitzler_-_Frau_Berta_Garlan_(1901).txt,206,"Das Haus, in dessen erstem Stock
sie wohnte, lag in einer neuen Straße;",descriptive_space
717,,Jean_Paul_-_Die_unsichtbare_Loge_(1793).txt,28,Zwölfter Sektor : Konzert – der Held bekommt einen Hofmeister von Ton,no_space
718,,August_Becker_-_Die_Nonnensusel_(1886).txt,4244,Aber einerlei.,no_space
719,,Adalbert_Stifter_-_Bergkristall_(1853).txt,22,"Das Dörfchen liegt gerade mitten in einem ziemlich weiten
Tale, das fast nie ein länglicher Kreis gestaltet ist.",descriptive_space
720,,Wilhelm_Jensen_-_Die_Pfeifer_vom_Dusenbach_(1886).txt,2876,"Vor dem Tor
derselben kam ihm Bettane entgegen, die sein Kommen bereits von droben
wahrgenommen.",action_space
721,,Joseph_von_Eichendorff_-_Das_Schloß_Dürande_(1837).txt,381,"Da ersah er endlich selbst seinen Vorteil, die
Hinterlist seiner verrückten Mitgesellen half ihm treulich aus Lust an der
Heimlichkeit.",no_space
722,,Anselma_Heine_-_Die_Erscheinung_(1912).txt,272,"Sie streichelte seine Wangen und sein Haar, und er wunderte sich, wie leicht
ihre Hände waren.",no_space
723,,Gottfried_Keller_-_Der_Landvogt_von_Greifensee_(1877).txt,749,"Das
Morgengrauen der Landschaft, der verglühende Abend, das Dunkel der Wälder mit
den mondbestreiften, tauschweren Spinnweben im Gesträuche der Vorgründe, der
ruhig im Blau schwimmende Vollmond über der Seebucht, die mit den Nebeln
kämpfende Herbstsonne über einem Schilfröhricht, die rote Glut einer
Feuersbrunst hinter den Stämmen eines Vorholzes, ein rauchendes Dörflein auf
graugrüner Heide, ein blitzzerissener Wetterhimmel, regengepeitschte
Wellenschäume, alles dies erschien wie ein einziges, aber vom Hauche des Lebens
zitterndes und bewegtes Wesen, und vor allem als das Ergebnis eines eigenen
Sehens und Erfahrens, eine Frucht nächtlicher Wanderungen, rastloser Ritte zu
jeder Tageszeit und durch Sturm und Regen.",perceived_space
724,,,-1,"Je mehr man in ihn drängte, desto überlegener wurde er, schließlich
gähnte er und sah auf seine Uhr, nestelte an den Bändchen, die er im linken
Knopfloch trug neben der Plakette einer neuen vaterländischen Vereinigung.",no_space
725,,Arthur_Schnitzler_-_Der_Weg_ins_Freie_(1908).txt,359,Sie stand hinter ihm und schaute über seine Schulter in die Noten.,visual_space
726,,Jakob_Wassermann_-_Alexander_in_Babylon_(1905).txt,2425,"In solch einer stürmischen Nacht, wo der Wind den Regen wie Peitschenschnüre an
die Wand des Zeltes hieb, hatte Alexander einen Traum.",perceived_space
727,,Ludwig_Tieck_-_Die_Freunde_(1797).txt,85,"Er
strebte nach, alle diese seltsamen Empfindungen in sich abzusondern, als er
sich durch einen Zufall etwas genauer umsah und sich wirklich an einem Orte
befand, den er bis dahin, sooft er auch dieses Weges gegangen war, noch nie
gesehen hatte.",perceived_space
728,,Franz_Kafka_-_Der_Prozeß_(1925).txt,2096,"K. gegenüber stand an der Wand das Bett , das mit verschiedenfarbigem Bettzeug überladen war .",descriptive_space
729,,Julius_Wolff_-_Das_Wildfangrecht_(1907).txt,203,"Aber der zunehmende Mond beleuchtete den stillen
Abtshof, in dessen Schutz und Frieden ein vielgequältes Mädchenherz seit langer
Zeit zum ersten Male wieder in sorglosem Schlummer ruhte.",perceived_space
730,,Clemens_Brentano_-_Die_Chronika_des_fahrenden_Schülers_(Urfassung)_(1818).txt,371,"Sie blickte nicht nach mir, sondern sah immer zum Fenster hinaus nach den
Bergen oder wendete die Augen auf die kleine Stube.",visual_space
731,,Ludwig_Tieck_-_Liebeszauber_(1812).txt,157,"er würde eher alte Weiber und
sympathetische Kuren gebrauchen.",no_space
732,,Ossip_Schubin_-_Peterl_(1900).txt,1230,"»Ja, Marie, aber
nicht zu viel!«",no_space
733,,Friedrich_Theodor_Vischer_-_Auch_Einer_(1879).txt,8709,"Dies Tal und ich, wir verstehen uns, und es verrät mich nicht.",perceived_space
734,,Adalbert_Stifter_-_Bunte_Steine_(1853).txt,62,"Wie in der Geschichte der Natur die Ansichten über das Große sich stets
geändert haben, so ist es auch in der sittlichen Geschichte der Menschen
gewesen.",no_space
735,,Arthur_Schnitzler_-_Flucht_in_die_Finsternis_(1931).txt,116,"Beide Augen blickten etwas trüb und ermüdet, doch war er auf dem
linken von Jugend auf ein wenig kurzsichtig gewesen und hatte die Gewohnheit
angenommen, es zuweilen zusammenzukneifen.",no_space
736,,Arthur_Schnitzler_-_Der_Weg_ins_Freie_(1908).txt,227,"Nun spielte Georg noch öfter als früher den Damen auf dem
Klaviere vor, Fremdes und Eigenes, und Else sang mit ihrer kleinen, etwas
schrillen Stimme leichtere Schubertsche und Schumannsche Lieder vom Blatt.",no_space
737,,Hugo_Bettauer_-_Die_freudlose_Gasse_(1924).txt,250,"Das Automobil war in der Melchiorgasse angelangt und hielt vor dem Haus Nr. 55,
vor dem trotz der vorgerückten Nachtstunde eine große Menschenmenge angesammelt
war.",action_space
738,,Hektor_Zollikofer_-_Die_Bergfahrt_(1853).txt,50,"Ich mußte mich wohl ergeben, und wenn ich mir das
Grausenhafte in den Blicken des Mädchens im Bilde vorstellte, schien es mir,
als ob es auch für mich das Bess're wäre.",no_space
739,,Theodor_Fontane_-_Quitt_(1891).txt,769,Oben aber schob er einen Stuhl an sein Bett.,action_space
740,,Hermine_Villinger_-_Die_Rebächle_(1910).txt,254,"Die Tür öffnete sich und Maria Stuart
erschien in einem langen schwarzen Schal und einer uralten, umgestülpten
Samtkapotte.",action_space
741,,Wilhelm_Jensen_-_Nach_Sonnenuntergang_–_Zweites_Buch_(1879).txt,1674,"Mit Betäubung umrollt unablässiger Donner das Ohr und die Erde
wankt unter dem Fuß; in dem Geheul, der Brandung, dem Schwinden der Sinne
greift die Hand irr und vergeblich tastend vor sich hinaus.",perceived_space
742,,Friedrich_Schiller_-_Merkwürdiges_Beispiel_einer_weiblichen_Rache_(1785).txt,593,"Dieser war, daß er sich anheischig machte, beiden Frauenzimmern eine
beträchtliche Leibrente auszuwerfen, sein ganzes Vermögen mit ihnen zu gleichen
Teilen zu teilen und ihnen, solange sie lebten, eines von seinen Häusern zu
Paris und ein andres auf seinen Gütern zum Eigentum einzuräumen.",no_space
743,,Arthur_Schnitzler_-_Der_Weg_ins_Freie_(1908).txt,359,Sie stand hinter ihm und schaute über seine Schulter in die Noten.,visual_space
744,,Wilhelm_Raabe_-_Zum_wilden_Mann_(1873).txt,1291,"Fräulein Dorette setzte sich vor die
Rechenbücher des Hauses.",action_space
745,,Franz_Kafka_-_Ein_Landarzt_(1916).txt,104,"Zur Mauer, an die Seite der Wunde legen sie
mich.",action_space
746,,,-1,"Slavina war ein Ding, daran alle tausend Triebe der Menschenseele zum Staunen
aufgeschossen waren.",no_space
747,,Ernst_Wichert_-_Ansas_und_Grita_(1881).txt,877,In der Stube brannte Licht hinter den befrorenen Scheiben.,descriptive_space
748,,Emil_Ertl_-_Auf_der_Wegwacht_(1911).txt,1187,"Er holte tief Atem und sagte, starr vor sich hinsehend: »Vielleicht
kommen wir einmal nach Berlin – wenn wieder Krieg ist ... Aber nicht, um Ihre
Söhne zu besuchen!«",no_space
749,,Otto_Julius_Bierbaum_-_Hans_Wurst_und_der_Riese_(1893).txt,192,"Als sie in die Nähe des Waldes kamen, wo der Riese wohnte, wurde es dem Doktor
unheimlich zumute.",perceived_space
750,,Hugo_Bettauer_-_Der_Kampf_um_Wien_(1922).txt,2026,So lange habe ich geschlafen!,no_space
751,,Jakob_Wassermann_-_Melusine_(1896).txt,58,Fräulein Emilie von Erdmann erwachte seufzend aus dem Morgenschlummer.,no_space
752,,Theodor_Storm_-_Zur_Chronik_von_Grieshuus_(1884).txt,315,"Hans Christoph konnte ungehindert reden; schweigend, den Schnauzbart mit den
Fingern drehend, stieg der Junker neben ihm den Anberg zum Tore von Grieshuus
hinauf.",action_space
753,,Walter_Serner_-_Die_tückische_Straße_(1942).txt,807,"Obwohl die für sie nun unanzweifelbare Tatsache, daß
Pérez im Schlafwagen ein Rendez-vous mit einer Dame vereinbart hatte, ihr
gleichgültig blieb, errötete sie vor Wut darüber, daß er, der seit einem Jahr
ihr keine Geschenke mehr machte, ein solch wertvolles Bijou für eine andere
gekauft hatte.",no_space
754,,Johannes_Schlaf_-_Miele_(1920).txt,515,"Wieder griff Miele hastig zu und
rannte dann eiligst in ihre Küche hinaus, wo sie die Faden in das Kämmerchen zu
den beiden Kanevasstückchen steckte, die sie vorhin schnell in ihrem Bette
untergebracht hatte.",action_space
755,,Franz_Kafka_-_Heimkehr_(1920).txt,7,"Ein zerrissenes Tuch, einmal im Spiel um eine Stange
gewunden, hebt sich im Wind.",perceived_space
756,,Karl_May_-_Ein_Gardeleutnant_(1901).txt,4194,"Sternau war ein Mann, wie ich
noch keinen gesehen habe, ein Mann wie ein König, und doch so gut und mild.",no_space
757,,Ferdinand_Emmerich_-_Neuseeland_(1925).txt,2650,Einen Faustschlag auf den Kopf brachte den Räuber vollends um die Besinnung.,no_space
758,,ETA_Hoffmann_-_Des_Vetters_Eckfenster_(1822).txt,97,"Mit Schönheit und
Grazie hat sie der Himmel nicht ausgestattet, dagegen galt sie bei allen
Nachbaren für das häuslichste, wirtschaftlichste Mädchen, und in der Tat, sie
ist auch so wirtschaftlich und wirtschaftet jeden Tag vom Morgen bis in den
Abend auf solche entsetzliche Weise, daß dem armen Geheimsekretär darüber Hören
und Sehen vergeht und er sich dorthin wünscht, wo der Pfeffer wächst.",no_space
759,,Johanna_Spyri_-_Am_Felsensprung_(1886).txt,784,"Immer mit dem Verlangen im Herzen, daß der
Herr Pfarrer nun wieder vom ewigen Leben zu reden anfange und ihm von neuem die
Gewißheit gebe, daß es denen am wohlsten ist, die der liebe Gott zu sich
genommen hat.",no_space
760,,Fanny_zu_Reventlow_-_Das_Logierhaus_zur_schwankenden_Weltkugel_(1917).txt,306,Wir saßen in einer kleinen orientalischen Stadt und langweilten uns tödlich.,perceived_space
761,,Joseph_von_Eichendorff_-_Viel_Lärmen_um_Nichts_(1833).txt,387,"Da fiel ihm ein, daß es
eben Mitternacht sei.",no_space
762,,L._Marie_Wiegandt_-_Neues_Leben_(1898).txt,600,"Welch prächtige Aussicht gab es oben: das schöne, gesegnete Württemberger Land
mit all seinen Örtern und Dörfchen nah und fern lag im Frühlingssonnenschein
vor uns ausgebreitet.",perceived_space
763,,Alfred_Schirokauer_-_Irrwege_der_Liebe_(1920).txt,279,Es war ein Bild holdester Kindlichkeit.,no_space
764,,Arthur_Schnitzler_-_Der_Weg_ins_Freie_(1908).txt,217,"Schuld an seinem Niedergang trug, wenn man
seinen Berichten glauben durfte, ein dämonisches Frauenzimmer, das er
geheiratet, das in einem Eifersuchtsanfall sein bedeutendstes Bild zerstört und
durch einen Sprung vom Fenster ihr Leben geendet hatte.",no_space
765,,Arthur_Schnitzler_-_Amerika_(1895).txt,19,"Draußen beginnt es zu regnen, wir hören die Tropfen an die
Fensterscheibe schlagen, langsam, schwer.",perceived_space
766,,Paul_Heyse_-_Gegen_den_Strom_(1907).txt,2015,"Aber als sie sich umwandte, um den Weg zu suchen, auf dem sie
gekommen war, sah sie plötzlich eine große Gestalt aus dem Gebüsch
heraustreten, die langsam sich ihr näherte.",visual_space
767,,Robert_Kraft_-_Detektiv_Nobody's_Erlebnisse_und_Reiseabenteuer._5._Band_(1904).txt,3917,"Das wundert
mich!",no_space
768,,,-1,"Du kommst von
draußen her, zwischen den Bäumen sieht man nicht recht, aber mich deucht, der
Himmel wird anders.",perceived_space
769,,Berthold_Auerbach_-_Das_Landhaus_am_Rhein_-_Band_III_(1869).txt,1621,"Ohne daß er es weiß, hat der unscheinbare
Mensch, der ein Pistol abknallt, die Freude der Ueberraschung, daß er etwas
weithin Wirkendes bewirken kann, daß viele Menschen sein Thun bemerken müssen.",no_space
770,,Theodor_Storm_-_Viola_Tricolor_(1873).txt,254,"Sie saß noch wie horchend, ihre Augen nach dem Podium gerichtet, auf dem nur
noch die leeren Pulte standen.",visual_space
771,,René_Schickele_-_Der_Wolf_in_der_Hürde_(1931).txt,4419,"Und wieder nach einer Zeit beobachteten wir, wie Balthasar Breuschheim sich
einen Sessel auf die Terrasse stellen ließ und darin Platz nahm.",visual_space
772,,ETA_Hoffmann_-_Die_Irrungen_-_Verloren_und_Gefunden_(1820).txt,132,"Maria
hatte sich des Hausschlüssels bemächtigt, sie wartete meiner mit einem
zierlichen Gefäß, und wir gingen beide in tiefem Schweigen hinaus in den Wald
und holten aus einer dort befindlichen Zisterne das heimliche Wasser, in das
wir geweihte Äpfel warfen.",action_space
